Report Year,Date,Month,Day,Hour,Minute,AM/PM,Time,Nearest Station,Subdivision,County Name,State Name,Highway Name,Public/Private Code,Public/Private,Highway User,Estimated Vehicle Speed,Vehicle Direction,Highway User Position,Equipment Involved,Equipment Struck,Temperature,Visibility,Weather Condition,Number of Locomotive Units,Number of Cars,Train Speed,Estimated/Recorded Speed,Train Direction,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Crossing Warning Expanded 8,Crossing Warning Expanded 9,Crossing Warning Expanded 10,Crossing Warning Expanded 11,Crossing Warning Expanded 12,Signaled Crossing Warning Code,Signaled Crossing Warning,Roadway Condition,Crossing Warning Location,Warning Connected To Signal,Crossing Illuminated,User Age,User Gender,User Struck By Second Train,Highway User Action,View Obstruction,Driver Condition,Driver In Vehicle,Crossing Users Killed For Reporting Railroad,Crossing Users Injured For Reporting Railroad,Vehicle Damage Cost,Employees Killed For Reporting Railroad,Employees Injured For Reporting Railroad,Passengers Killed For Reporting Railroad,Passengers Injured For Reporting Railroad,Narrative
1982,07/21/1982,07,21,03,50,PM,15:50:00,SOUTH WORCESTER,NA,WORCESTER,MASSACHUSETTS,MILLBURY STREET,Y,Public,Auto,0,East,Stopped on crossing,Train (units pushing),Rail equipment struck highway user,82,Day,Clear,1,7,1,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flagged by crew,NA,NA,NA,Both sides,No,Unknown,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,100,0,0,0,0,NoneNoneNoneNoneNone
1982,08/29/1982,08,29,03,03,AM,03:03:00,WHATELY,NA,HAMPDEN,MASSACHUSETTS,RTE. 116,Y,Public,Auto,20,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,78,Dark,Cloudy,2,11,40,E,North,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,2500,0,0,0,0,NoneNoneNoneNoneNone
1982,08/27/1982,08,27,12,01,AM,00:01:00,WAKEFIELD,NA,MIDDLESEX,MASSACHUSETTS,LOWELL ST,Y,Public,Motorcycle,25,North,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,70,Dark,Clear,1,9,3,E,West,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flagged by crew,NA,NA,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,350,0,0,0,0,NoneNoneNoneNoneNone
1982,08/23/1982,08,23,06,45,AM,06:45:00,W. STOUGHTON,NA,NORFOLK,MASSACHUSETTS,SIMPSON ST,Y,Public,Auto,0,East,Stalled or stuck on crossing,Train (units pushing),Rail equipment struck highway user,75,Day,Cloudy,1,7,15,E,North,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Injured,Yes,0,1,200,0,0,0,0,NoneNoneNoneNoneNone
1982,08/17/1982,08,17,11,35,AM,11:35:00,TYNGSBORO,NA,MIDDLESEX,MASSACHUSETTS,PRIVATE XING/MIDDLES,N,Private,Auto,20,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,85,Day,Clear,1,2,27,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,No,Did not stop,Not obstructed,Injured,Yes,0,1,6500,0,0,0,0,NoneNoneNoneNoneNone
1982,08/29/1982,08,29,03,03,AM,03:03:00,WHATELY,NA,HAMPDEN,MASSACHUSETTS,RT. 116,Y,Public,Auto,20,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,78,Dark,Cloudy,2,11,40,E,North,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,2500,0,0,0,0,NoneNoneNoneNoneNone
1979,02/01/1979,02,01,01,10,AM,01:10:00,ABINGTON,NA,PLYMOUTH,MASSACHUSETTS,CENTER AVE,Y,Public,Auto,NA,West,Moving over crossing,Light loco(s) (moving),Rail equipment struck by highway user,18,Dark,Clear,1,0,8,E,South,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1980,07/03/1980,07,03,12,45,AM,00:45:00,CORDAGE,NA,PLYMOUTH,MASSACHUSETTS,PRIVATE HEDGE RD,N,Private,Truck,NA,North,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,76,Dark,Clear,1,10,8,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,Both sides,No,Unknown,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,03/21/1981,03,21,01,00,AM,01:00:00,FRAMINGHAM,NA,MIDDLESEX,MASSACHUSETTS,HOLLIS STREET,Y,Public,Truck,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,39,Dark,Clear,1,52,5,E,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,03/25/1981,03,25,09,55,PM,21:55:00,FRAMINGHAM,NA,MIDDLESEX,MASSACHUSETTS,PRIVATE CALIFORNIA A,N,Private,Auto,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,40,Dark,Clear,1,4,3,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1982,12/10/1982,12,10,07,00,PM,19:00:00,WAKEFIELD CENTER,NA,MIDDLESEX,MASSACHUSETTS,WATER STREET,Y,Public,Auto,15,South,Moving over crossing,Train (units pulling),Rail equipment struck highway user,20,Dark,Snow,1,7,2,E,East,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flagged by crew,NA,NA,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,120,0,0,0,0,NoneNoneNoneNoneNone
1982,09/29/1982,09,29,05,10,PM,17:10:00,WALTHAM,NA,SUFFOLK,MASSACHUSETTS,BEAVER ST,Y,Public,Auto,0,North,Stopped on crossing,Train (units pushing),Rail equipment struck highway user,60,Day,Cloudy,1,4,25,E,West,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,600,0,0,0,0,NoneNoneNoneNoneNone
1982,09/17/1982,09,17,06,52,AM,06:52:00,AYER,NA,MIDDLESEX,MASSACHUSETTS,SANDY POND ROAD,Y,Public,Auto,0,South,Stalled or stuck on crossing,Train (units pushing),Rail equipment struck highway user,62,Day,Clear,2,4,55,E,East,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,No,0,0,1225,0,0,0,0,NoneNoneNoneNoneNone
1981,07/14/1981,07,14,02,50,PM,14:50:00,COTLEY,NA,BRISTOL,MASSACHUSETTS,RTE 140,Y,Public,Auto,NA,North,Moving over crossing,Car(s) (moving),Rail equipment struck highway user,85,Day,Clear,0,1,2,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,NA,NA,NA,Both sides,No,NA,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1980,06/09/1980,06,09,12,10,AM,00:10:00,ASHLAND,NA,MIDDLESEX,MASSACHUSETTS,MAIN ST,Y,Public,Auto,20,East,Moving over crossing,Light loco(s) (moving),Rail equipment struck highway user,50,Dark,Clear,5,0,30,E,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gates,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1975,08/15/1975,08,15,01,30,AM,01:30:00,SOUTH WALPOLE,NA,NORFOLK,MASSACHUSETTS,SUMMER STREET CROSSI,Y,Public,Auto,NA,West,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,76,Dark,Clear,5,30,20,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,Yes,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1975,08/26/1975,08,26,01,25,AM,01:25:00,THOMPSONVILLE,NA,HAMPDEN,MASSACHUSETTS,BERNIE ROAD,Y,Public,Truck,30,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,68,Dark,Clear,2,43,30,E,North,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,Both sides,No,No,NA,NA,No,Did not stop,Vegetation,Killed,Yes,1,0,1200,0,0,0,0,NoneNoneNoneNoneNone
1982,12/10/1982,12,10,07,05,PM,19:05:00,LONGMEADOW,NA,HAMPDEN,MASSACHUSETTS,PRIVATE CROSSING,N,Private,Truck,0,West,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,25,Dark,Snow,2,0,50,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,No,NA,NA,No,Stopped on crossing,Not obstructed,Killed,Yes,1,0,0,0,0,0,0,NoneNoneNoneNoneNone
1975,11/13/1975,11,13,10,15,AM,10:15:00,TEWKSBURY,NA,MIDDLESEX,MASSACHUSETTS,LIVINGSTON STREET,Y,Public,Truck,10,South,Moving over crossing,Train (units pulling),Rail equipment struck highway user,64,Day,Clear,1,1,10,E,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,NA,No,NA,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,800,0,0,0,0,NoneNoneNoneNoneNone
1982,12/28/1982,12,28,09,00,PM,21:00:00,EAST NORTHFIELD,NA,FRANKLIN,MASSACHUSETTS,WARES CROSSING,Y,Public,Auto,0,West,Stalled or stuck on crossing,Train (units pulling),Rail equipment struck highway user,52,Dark,Fog,7,51,40,E,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,No,0,0,3500,0,0,0,0,NoneNoneNoneNoneNone
1982,12/21/1982,12,21,11,55,AM,11:55:00,LENOX,NA,BERKSHIRE,MASSACHUSETTS,NEW LENOX RD,Y,Public,Auto,30,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,32,Day,Snow,1,5,10,E,South,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stop signs,NA,NA,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Permanent structure,Uninjured,Yes,0,0,1800,0,0,0,0,NoneNoneNoneNoneNone
1982,12/28/1982,12,28,08,20,PM,20:20:00,HOUSATONIC,NA,BERKSHIRE,MASSACHUSETTS,DIVISION ST,Y,Public,Auto,25,West,Moving over crossing,Train (units pulling),Rail equipment struck highway user,45,Dark,Rain,1,7,10,E,North,Standard FLS,Audible,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,Stop signs,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,1300,0,0,0,0,NoneNoneNoneNoneNone
1982,12/28/1982,12,28,12,40,AM,00:40:00,BEVERLY,NA,ESSEX,MASSACHUSETTS,ELLIOTT STREET,Y,Public,Auto,5,East,Moving over crossing,Train (units pushing),Rail equipment struck by highway user,38,Dark,Rain,1,3,12,E,North,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,1200,0,0,0,0,NoneNoneNoneNoneNone
1982,12/20/1982,12,20,07,15,PM,19:15:00,DANVERS,NA,MIDDLESEX,MASSACHUSETTS,PICKERING STREET,Y,Public,Auto,15,West,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,28,Dark,Cloudy,1,10,NA,NA,East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,75,0,0,0,0,NoneNoneNoneNoneNone
1982,12/07/1982,12,07,09,00,PM,21:00:00,PEABODY,NA,ESSEX,MASSACHUSETTS,ROUTE ONE,Y,Public,Auto,25,North,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,40,Dark,Clear,1,5,3,E,West,Standard FLS,Hwy. traffic signals,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,Stop signs,1,Provided minimum 20-second warning,NA,Both sides,Yes,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,500,0,0,0,0,NoneNoneNoneNoneNone
1982,12/24/1982,12,24,10,41,AM,10:41:00,NORTH WILBRAHAM,NA,HAMPDEN,MASSACHUSETTS,PRIVATE CROSSING,N,Private,Truck,NA,North,Moving over crossing,Train (units pulling),Rail equipment struck highway user,35,Day,Clear,4,63,40,E,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1989,10/27/1989,10,27,08,20,AM,08:20:00,N. WILBRAHAM,NA,HAMPDEN,MASSACHUSETTS,PRIVATE CROSSING,N,Private,Truck-trailer,NA,South,Moving over crossing,Train (units pulling),Rail equipment struck highway user,72,Day,Clear,4,53,40,E,East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,No,No,NA,NA,No,Did not stop,Not obstructed,Injured,Yes,0,1,5000,0,0,0,0,NoneNoneNoneNoneNone
1981,01/16/1981,01,16,03,30,AM,03:30:00,LAWRENCE,NA,ESSEX,MASSACHUSETTS,MERRIMACK ST,Y,Public,Auto,10,North,Moving over crossing,Train (standing),Rail equipment struck by highway user,10,Dark,Clear,1,3,0,E,North,Crossbucks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flagged by crew,NA,NA,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,350,0,0,0,0,NoneNoneNoneNoneNone
1981,01/30/1981,01,30,09,10,AM,09:10:00,CLINTON,NA,WORCESTER,MASSACHUSETTS,SOUTH MEADOW ROAD,Y,Public,Auto,8,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,5,Day,Clear,1,36,25,E,North,Audible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,300,0,0,0,0,NoneNoneNoneNoneNone
1980,01/04/1980,01,04,12,55,PM,12:55:00,LEOMINSTER,NA,WORCESTER,MASSACHUSETTS,HAMILTON ST,Y,Public,Auto,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,38,Day,Clear,1,5,15,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,NA,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,02/06/1981,02,06,01,27,AM,01:27:00,FRAMINGHAM,NA,MIDDLESEX,MASSACHUSETTS,WAUSHAKUM ST.,Y,Public,Auto,NA,West,Moving over crossing,Train (units pulling),Rail equipment struck highway user,4,Dark,Clear,1,13,5,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,02/20/1981,02,20,05,06,PM,17:06:00,LITTLETON,NA,MIDDLESEX,MASSACHUSETTS,WILLOWS RD(KINGS ST.,Y,Public,Auto,NA,South,Moving over crossing,Train (units pushing),Rail equipment struck highway user,49,Day,Rain,1,2,30,E,West,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,Yes,Stopped and then proceeded,Passing train,Uninjured,Yes,0,0,1200,0,0,0,0,NoneNoneNoneNoneNone
1981,02/02/1981,02,02,06,17,AM,06:17:00,NO.ANDOVER,NA,ESSEX,MASSACHUSETTS,SUTTON STREET,Y,Public,Auto,10,South,Moving over crossing,Train (units pulling),Rail equipment struck highway user,48,Dawn,Rain,1,4,45,E,West,Gates,Cantilever FLS,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,Yes,Went around the gate,Not obstructed,Uninjured,Yes,0,0,500,0,0,0,0,NoneNoneNoneNoneNone
1987,02/23/1987,02,23,10,50,PM,22:50:00,FRAMINGHAM,NA,MIDDLESEX,MASSACHUSETTS,ROUTE 9,Y,Public,Auto,35,West,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,20,Dark,Clear,1,6,3,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hwy. traffic signals,1,Provided minimum 20-second warning,NA,Both sides,Unknown,Yes,NA,NA,No,Did not stop,Not obstructed,Injured,Yes,0,1,0,0,0,0,0,NoneNoneNoneNoneNone
1981,02/23/1981,02,23,02,00,PM,14:00:00,WEST CAMBRIDGE,NA,MIDDLESEX,MASSACHUSETTS,SHERMAN ST.,Y,Public,Auto,10,West,Moving over crossing,Train (units pushing),Rail equipment struck highway user,39,Day,Cloudy,1,19,15,E,West,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Went around the gate,Not obstructed,Uninjured,Yes,0,0,400,0,0,0,0,NoneNoneNoneNoneNone
1980,05/12/1980,05,12,08,03,AM,08:03:00,MIDDLEBORO,NA,PLYMOUTH,MASSACHUSETTS,PRIVATE FARM XING,N,Private,Auto,0,East,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,55,Day,Cloudy,1,2,10,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,Both sides,No,NA,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,05/02/1981,05,02,02,45,PM,14:45:00,SOUTH BRIDGEWATER,NA,PLYMOUTH,MASSACHUSETTS,TITTICUT STREET,Y,Public,Truck,NA,West,Moving over crossing,Light loco(s) (moving),Rail equipment struck highway user,52,Day,Cloudy,1,0,27,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,NA,NA,NA,No,Did not stop,Not obstructed,Injured,Yes,0,1,0,0,0,0,0,NoneNoneNoneNoneNone
1981,04/14/1981,04,14,12,45,PM,12:45:00,AVON,NA,NORFOLK,MASSACHUSETTS,EAST SPRING STREET,Y,Public,Truck,NA,North,Moving over crossing,Train (units pulling),Rail equipment struck highway user,45,Day,Rain,1,16,20,E,South,Standard FLS,Wig wags,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,NA,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1980,05/29/1980,05,29,01,35,AM,01:35:00,FRAMINGHAM,NA,MIDDLESEX,MASSACHUSETTS,WAVERLY ST,Y,Public,Auto,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,50,Dark,Clear,2,54,4,E,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,03/11/1981,03,11,06,15,PM,18:15:00,FRAMINGHAN,NA,MIDDLESEX,MASSACHUSETTS,WAVERLY STREET,Y,Public,Auto,5,North,Moving over crossing,Train (units pushing),Rail equipment struck by highway user,45,Dark,Cloudy,1,5,2,E,West,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,400,0,0,0,0,NoneNoneNoneNoneNone
1981,03/26/1981,03,26,04,25,PM,16:25:00,AMHERST,NA,HAMPSHIRE,MASSACHUSETTS,BRIDGE STREET XING,Y,Public,Auto,25,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,46,Day,Clear,2,18,37,E,North,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audible,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,750,0,0,0,0,NoneNoneNoneNoneNone
1981,04/15/1981,04,15,11,30,AM,11:30:00,LANCASTER,NA,WORCESTER,MASSACHUSETTS,DAMONS XING,Y,Public,Truck,20,East,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,40,Day,Clear,1,1,20,E,West,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Killed,Yes,1,0,18000,0,0,0,0,NoneNoneNoneNoneNone
1981,05/20/1981,05,20,05,00,PM,17:00:00,LONGMEADOW,NA,HAMPDEN,MASSACHUSETTS,PRIVATE BIRNEY ROAD,N,Private,Auto,0,West,Stopped on crossing,Train (units pulling),Rail equipment struck highway user,75,Day,Clear,2,0,60,E,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,Unknown,NA,NA,No,Stopped on crossing,Not obstructed,NA,Yes,2,0,2000,0,0,0,0,NoneNoneNoneNoneNone
1980,09/30/1980,09,30,01,45,AM,01:45:00,FRAMINGHAM,NA,MIDDLESEX,MASSACHUSETTS,HOLLIS ST,Y,Public,Auto,NA,South,Moving over crossing,Train (units pulling),Rail equipment struck highway user,65,Dark,Clear,1,14,3,E,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1981,05/24/1981,05,24,10,27,AM,10:27:00,READING,NA,MIDDLESEX,MASSACHUSETTS,ASH STREET,Y,Public,Auto,0,South,Stalled or stuck on crossing,Train (units pushing),Rail equipment struck highway user,65,Day,Clear,1,4,12,E,West,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,Yes,0,0,75,0,0,0,0,NoneNoneNoneNoneNone
1981,05/16/1981,05,16,01,30,AM,01:30:00,MANCHESTER,NA,ESSEX,MASSACHUSETTS,SEA STREET,Y,Public,Auto,0,South,Stalled or stuck on crossing,Train (units pushing),Rail equipment struck highway user,55,Dark,Rain,1,3,15,E,East,Gates,Standard FLS,Audible,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Stopped on crossing,Not obstructed,Uninjured,No,0,0,600,0,0,0,0,NoneNoneNoneNoneNone
1980,09/29/1980,09,29,08,11,PM,20:11:00,SPRINGFIELD,NA,HAMPDEN,MASSACHUSETTS,BRIDGE ST,Y,Public,Truck,NA,North,Moving over crossing,Train (units pulling),Rail equipment struck highway user,55,Dark,Clear,5,125,31,E,East,Gates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Went around the gate,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1979,10/08/1979,10,08,07,35,PM,19:35:00,CAMBRIDGE,NA,MIDDLESEX,MASSACHUSETTS,BROADWAY ST,Y,Public,Auto,NA,North,Moving over crossing,Light loco(s) (moving),Rail equipment struck by highway user,48,Dark,Cloudy,1,0,4,E,West,Standard FLS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1979,10/04/1979,10,04,11,30,PM,23:30:00,ADAMS,NA,BERKSHIRE,MASSACHUSETTS,RTE 8,Y,Public,Auto,60,North,Moving over crossing,Train (units pulling),Rail equipment struck by highway user,55,Dark,Cloudy,1,4,2,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1979,04/15/1979,04,15,11,31,PM,23:31:00,SPRINGFIELD,NA,HAMPDEN,MASSACHUSETTS,BRIDGE ST,Y,Public,Auto,10,North,Moving over crossing,Train (units pulling),Rail equipment struck highway user,45,Dark,Rain,3,91,10,E,East,Gates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Standard FLS,1,Provided minimum 20-second warning,NA,Both sides,No,No,NA,NA,No,Went around the gate,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
1980,09/24/1980,09,24,12,10,PM,12:10:00,YARMOUTH,NA,BARNSTABLE,MASSACHUSETTS,PRIVATE-MARY DUNNS R,N,Private,Auto,NA,East,Moving over crossing,Train (units pulling),Rail equipment struck highway user,76,Day,Clear,1,10,15,E,South,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crossbucks,NA,NA,NA,Both sides,No,NA,NA,NA,No,Did not stop,Not obstructed,Uninjured,Yes,0,0,0,0,0,0,0,NoneNoneNoneNoneNone
